input_1	Gold	Pred	Gold_Label	Predicted_Label
When i was a kid, my sister and i stole one of my moms checks from her checkbook and ordered a pizza. When she found out she was so mad! I felt terrible about it.	18	18	guilty	guilty
I recently sat down and had a personal conversation with my boss about some stuff.	31	5	trusting	apprehensive
what a bad doggie... hopefully they don't do it again	35	35	consoling	consoling
I snuck some candy out of my daughter's snack stash.	18	18	guilty	guilty
my bedroom is first floor, and literally maybe 4 feet from the parking lot.	37	40	suggesting	neutral
When we went to the beach for vacation a few weeks ago, I felt so relaxed and happy! It was so great to spend that time with my family.	9	22	content	joyful
I helped my friend find her lost cats. We found both of them	7	7	caring	caring
A squad car cut in to my lane head on the other day and I had nowhere to go, I was on a small crossbridge and he would not slow down at all. I could see that he was looking at the seat next to him and not straight ahead so I threw my car in reverse and hauled it.	0	16	afraid	furious
I am so excited about going to the movies	14	14	excited	excited
One time I stayed at a friend's house for the weekend. When I got home I discovered that my brothers had destroyed my bedroom	1	16	angry	furious
do that and success follows	38	40	questioning	neutral
I get excited when I go swimming	14	14	excited	excited
oh no, what are you going to do?	38	38	questioning	questioning
I have been rehearsing my speech for days now. I have the perfect delivery and all the talking points down. I will be impressive.	8	25	confident	prepared
i hope you do have fun!	35	34	consoling	encouraging
When my girlfriend got her leg bitten off my a bull shark last summer, I spent a month in the hospital with her, then another three months in physical rehab. If she ever got sick of me being around, she never said anything.	7	31	caring	trusting
sounds like a lot of drama ugh i hope you get some rest tonight	35	35	consoling	consoling
When I was in middle school, I had a friend come over to ride horses with me. After riding my mother pressured me to get on a horse bareback I wasn't comfortable riding. She made such a big scene that I got on to make her stop.	6	30	ashamed	terrified
My dog keeps having accidents in the house ever since we got another dog. I keep taking her outside to!	1	2	angry	annoyed
I went out to lunch with my kids the other day. My daughter needed help opening her dipping sauce. Nothing like it squirting all over me from the waste up!	13	12	embarrassed	disgusted
I'm so eager for my son to be born, I can not wait.	3	3	anticipating	anticipating
I recently went on a road trip with some friends. We had a great time and posted up on the beach.	14	9	excited	content
I love my cat, but she is driving me crazy constantly rubbing up against my face. I have so much cat hair in my nose.	2	2	annoyed	annoyed
sick, congratulations!	39	39	Wishing	Wishing
I went to the zoo last month, I haven't been since I was a kid. I went to a zoo that was supposed to be one of the top zoos, however I couldn't help but feel bad for the animals the whole time.	27	18	sad	guilty
I have many health problems but I am so lucky to have a great support system from my family.  It is wonderful to know how much they love me!	7	17	caring	grateful
The little kitten I rescued last Friday passed away.	27	27	sad	sad
I was anticipating a great weight loss after my first week on my diet!	19	19	hopeful	hopeful
I had sex with somebody that I hate. I feel terrible about myself and my values.	6	6	ashamed	ashamed
The other day I ate a large amount of Shepard's pie. It was at night right before I went to bed.	6	18	ashamed	guilty
wow, congratulations!	39	39	Wishing	Wishing
hopefully it isn't too hot for you.	34	34	encouraging	encouraging
i'm going to see my parents in 3 weeks!!!	14	14	excited	excited
good luck to him.	39	39	Wishing	Wishing
I left the front door unlocked this morning and our dog got out. I can't believe I would be so careless.	11	13	disappointed	embarrassed
I finished a class and most of my classmates got an A! It took a lot of work.	20	26	impressed	proud
I had a solo competition last week for cello. I was well prepared and knew my music well. I felt great walking into that room.	8	8	confident	confident
I came home yesterday to dog poop everywhere!	12	12	disgusted	disgusted
I was at a wedding reception with a bunch of old friends. My buddies wife, who had quite a bit to drink, was hitting on me when he left to get a drink. I told her to sober up and let my friend know he should probably take his wife home.	15	15	faithful	faithful
I recently moved from California to North Carolina. It was ok while my friend (who drove me across the country) was here. But after he left I realized I knew absolutely nobody. It was not a good feeling.	23	23	lonely	lonely
I was out walking by the lake over the weekend and there shore was just covered in dead rotting fish.	12	12	disgusted	disgusted
I got a call in the middle of the night during college that one of my best friends had been in a fatal car crash.	10	30	devastated	terrified
I have appeared for a driving license thrice and still I have not being able to crack it.	2	2	annoyed	annoyed
Someone helped me move.	17	17	grateful	grateful
but it's a necessary evil.	40	40	neutral	neutral
oh nice!	33	33	acknowledging	acknowledging
I'm moving to a new apartment in a few weeks and am so psyched about it. I'll finally be away from my loud, obnoxious upstairs neighbors!	14	14	excited	excited
We recently went on vacation to the beach and it was so great. We really enjoyed the time to relax and lie on the beach.	9	9	content	content
I smashed my finger in the door the other day and I was so upset and mad!	1	1	angry	angry
maybe they found that to be the motivating factor to give you the job.	37	37	suggesting	suggesting
I recently found out that my girlfriend has been cheating on me with another woman. She promised me that she wasn't that type of girl. Needless to say, I'm quite upset about it.	1	1	angry	angry
