input	Gold	Pred	Gold_Label	Predicted_Label
hopefully it isn't too hot for you.	34	35	encouraging	consoling
i'm going to see my parents in 3 weeks!!!	14	14	excited	excited
good luck to him.	39	39	Wishing	Wishing
I left the front door unlocked this morning and our dog got out. I can't believe I would be so carel	11	29	disappointed	surprised
I finished a class and most of my classmates got an A! It took a lot of work.	20	26	impressed	proud
I had a solo competition last week for cello. I was well prepared and knew my music well. I felt gre	8	8	confident	confident
I came home yesterday to dog poop everywhere!	12	12	disgusted	disgusted
I was at a wedding reception with a bunch of old friends. My buddies wife, who had quite a bit to dr	15	7	faithful	caring
I recently moved from California to North Carolina. It was ok while my friend (who drove me across t	23	17	lonely	grateful
I was out walking by the lake over the weekend and there shore was just covered in dead rotting fish	12	12	disgusted	disgusted
I got a call in the middle of the night during college that one of my best friends had been in a fat	10	29	devastated	surprised
I have appeared for a driving license thrice and still I have not being able to crack it.	2	2	annoyed	annoyed
Someone helped me move.	17	17	grateful	grateful
but it's a necessary evil.	40	40	neutral	neutral
oh nice!	33	33	acknowledging	acknowledging
I'm moving to a new apartment in a few weeks and am so psyched about it. I'll finally be away from m	14	14	excited	excited
We recently went on vacation to the beach and it was so great. We really enjoyed the time to relax a	9	9	content	content
I smashed my finger in the door the other day and I was so upset and mad!	1	16	angry	furious
maybe they found that to be the motivating factor to give you the job.	37	37	suggesting	suggesting
I recently found out that my girlfriend has been cheating on me with another woman. She promised me	1	15	angry	faithful
There are problems with our system at work and no one will take responsibility or fix it.	2	1	annoyed	angry
I felt bad when I cheated on my partner	18	18	guilty	guilty
It can be really hard coming up with all the money needed for back to school. For the most part I ha	17	40	grateful	neutral
aw, i'm sorry.	36	36	sympathizing	sympathizing
I was devastated when I lost my Phone	10	10	devastated	devastated
I found my kitten outside very ill, it had to be put down because it ate a poisonous plant.	10	7	devastated	caring
My husband's grandmother and I were very close. We hung out and talked every day. One Friday she cal	10	31	devastated	trusting
One time I wanted to trick my butler into thinking he had won the lottery. So I taped the previous d	25	11	prepared	disappointed
My new upholstery/carpet cleaner arrived today. I am so very happy it's here as my living room rug n	22	22	joyful	joyful
I did not get the job that I had interviewed for. I thought the interview went well, but I guess not	11	11	disappointed	disappointed
i know it can be tough but maybe trying something new or outside your comfort zone might give you an	37	37	suggesting	suggesting
I went in for a third interview at a company considering me. The owner was in attendance, and I coul	8	5	confident	apprehensive
I'm happy with where I'm at in life.	9	9	content	content
When I saw my girlfriend talking to this guy at a bar.	21	21	jealous	jealous
i have been feels really stressed and disappointed	13	11	embarrassed	disappointed
Going to my son's first pee-wee football game tomorrow!	14	14	excited	excited
Reading a book that I forgot about	28	24	sentimental	nostalgic
I remember sitting in the garden and just feeling so whole and happy. It filled my soul with joy.	9	22	content	joyful
I didn't realize until now that the kids in school start having different classes for different subj	29	13	surprised	embarrassed
I once ate a raw oyster and got food poisoning. I've never felt so gross.	12	12	disgusted	disgusted
work hard and maybe you could afford it.	37	37	suggesting	suggesting
I let my daughter ride her skateboard in the road by her self the other day. I was still close by wa	31	31	trusting	trusting
I'm looking forward to my best friend's surprise birthday party next week!	3	14	anticipating	excited
old school arcade games	24	24	nostalgic	nostalgic
My friend from down South is visiting this week. I am very happy for her arrival!	14	14	excited	excited
congratulations!	39	39	Wishing	Wishing
I had been the initial buyer in a ice juice. Even though they were having some bad press, I still di	15	5	faithful	apprehensive
that sucks, hopefully its just something minor.	34	35	encouraging	consoling
I've been reminiscing recently about the good old days, when I was a kid and didn't have to worry ab	28	24	sentimental	nostalgic
I recently won a $100 on a scratch off! I never win so I was really taken back.	29	29	surprised	surprised
I acre for others when they are sick	7	7	caring	caring
When my cat broke my mothers urn I was so mad for the longest time. It hurt so much and mad me so ma	16	16	furious	furious
I have been feeling so blessed! I randomly got a promotion at work, wasn't expecting it.	17	29	grateful	surprised
I made me a bowl of cereal today and when i started eating i realized milk was spoiled	12	12	disgusted	disgusted
I was listening to old school rap in my car. The windows were down, and the car next to me started m	13	13	embarrassed	embarrassed
I never buy scratch off tickets but decided to stop by the store and grab a couple the other day. I	29	18	surprised	guilty
i hate when people make me wait it really makes me anxious, i expect people to arrive at the time th	4	2	anxious	annoyed
I gotta go to this serious interview tomorrow	4	4	anxious	anxious
even my kids got bored and they had been dying to see it,	40	40	neutral	neutral
pregnant	29	4	surprised	anxious
how could you?	38	38	questioning	questioning
I was very nervous when there was a strong storm at our house. There was a tornado watch very close	5	30	apprehensive	terrified
My son drove down to help me move. I was very relieved to have some help as the job was overwhelming	17	17	grateful	grateful
I was walking back to my desk after getting a cup of coffee and tripped over my own two feet and spi	13	13	embarrassed	embarrassed
Finally figured out why I wasn't getting good sleep	22	29	joyful	surprised
My house is a mess and I've got people coming over later this evening.	6	2	ashamed	annoyed
I had just spend 100 dollars on rolling a slot machine. After I just left and didn't win anything, s	21	11	jealous	disappointed
When we first decided to sell off everything and hit the road full-time in our RV, I was a bit worri	5	5	apprehensive	apprehensive
I paid $1000 for a mystery box on eBay. It said it would be filled with all sorts of cool and expens	11	29	disappointed	surprised
I am faithful to my parents for all what they have done for me	15	15	faithful	faithful
I am so annoyed that people are so mean to other people	2	1	annoyed	angry
The other day I seen a guy tweaked out on drugs at the grocery store. He seemed a little unpredictab	5	5	apprehensive	apprehensive
I really love dogs they are a great company when you are sad and about all the time, i love my puppy	7	7	caring	caring
you must have really proud of yourself.	33	33	acknowledging	acknowledging
